Video Name, Event ID, Video Width, Video Height, Event Rectangle Width Min, Event Rectangle Height Min, Event Rectangle Width Max, Event Rectangle Height Max
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
VIRAT_S_000200_00_000100_000171, 0, 1280, 720, 660, 475, 771, 515
