Video Name, Event ID, Video Width, Video Height, Event Rectangle Width Min, Event Rectangle Height Min, Event Rectangle Width Max, Event Rectangle Height Max
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 18, 1920, 1080, 0, 579, 68, 667
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
VIRAT_S_040000_03_000221_000372, 19, 1920, 1080, 0, 577, 87, 681
