Video Name, Event ID, Video Width, Video Height, Event Rectangle Width Min, Event Rectangle Height Min, Event Rectangle Width Max, Event Rectangle Height Max
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
VIRAT_S_050000_01_000207_000361, 36, 1920, 1080, 796, 648, 988, 818
